company_name,supplier_address,supplier_name,supplier_tier,supplier_latlon
"H & M, Hennes & Mauritz AB","Plot no 22, Near Industrial Area 283203, Firozabad",Uma Glass Works,Tier 1 Supplier,"[27.1591961, 78.3957331]"
"H & M, Hennes & Mauritz AB","G161-164 , RIICO Industrial Area, Bagru Extension , Bagru, 303007, Jaipur",Dileep Industries Pvt Limited (wood),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","# 40/2, Dasanapura, Opp. Surat Goods Carrie, Madanayakanahalli, Tumkur Road 562123, BANGALORE",Texport Syndicate (Texport Syndicate (I) Ltd. - 4),Tier 1 Supplier,"[13.0609737, 77.46183289999999]"
"H & M, Hennes & Mauritz AB","Plot 183 A&B, sectore 25, part II 132103, Panipat",Riviera Unit-2,Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","142/1, Chennai Krishnagiri, National Highway (Trunk Road), Perumugai, 632009, Vellore",KH Exports India Pvt. Ltd. - Gloves,Tier 1 Supplier,"[13.0826802, 80.2707184]"
"H & M, Hennes & Mauritz AB","Plot A-463, TTC Indl Area, MIDC Mahape, 400710, Navi Mumbai",RAM FASHION EXPORTS P LTD,Tier 1 Supplier,"[19.1138775, 73.0126398]"
"H & M, Hennes & Mauritz AB","Survey No. 8/2, V.P. Katha No. 851, Benganur, Village Kasaba Hobli, 563114, Bangarpet",INDIAN DESIGNS (Indian Designs Exports Pvt. Ltd. Unit - IV),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","1084, Dr.APJ Abdul Kalam Road, Govindapura A.C. Post 560045, Bangalore",INDIAN DESIGNS (UNIT-5),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","No.1 (115 / 3), West of Chord Road, Rajajinagar 560044, Bangalore",KABADI SHANKARSA (Rajajinagar Unit),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","Door no 253, Lakshmi Estate, Puddukottai Road 613005, TANJORE",Shakthi Knitting - flamingo,Tier 1 Supplier,"[10.7485132, 79.11577779999999]"
"H & M, Hennes & Mauritz AB","PLOT#11-12, SECTOR-25, Part I, HUDA 132103, Panipat",Raj Overseas unit-1,Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","Plot no.-02, Kiadb Industrial Area, Dodaballapur 561203, Bangalore",GOKALDAS EXPORTS (Indigo Blues-Washing Unit),Tier 1 Supplier,"[12.9715987, 77.5945627]"
"H & M, Hennes & Mauritz AB","Katha No.- S 620 - 628, T.B. Road 571438, Srirangapatna",GOKALDAS EXPORTS (Unit Euro Clothing -II),Tier 1 Supplier,"[12.4215561, 76.6931273]"
"H & M, Hennes & Mauritz AB","8/1223, MLR BUILDING, P.N. ROAD, MUMOORTHY NAGAR, 641602, TIRUPUR",SHAKTHI KNITTING - BLOOMINGDALE,Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","43 & 44, Sarvodaya Nagar, Opposite Gogappa, Layout Church Road, A.C 560045, Bangalore",INDIAN DESIGNS (NJK Enterprises Finishing Unit),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","PLOT NO.A-7/3, ROAD NO.12, MINI APPAREL PARK, NACHARAM, 500076, Hyderabad","Shahi (Unit-A-7/3, Hyderabad)",Tier 1 Supplier,"[17.4141075, 78.4300593]"
"H & M, Hennes & Mauritz AB","226/227 , 8th Main, 3rd Phase, Kiadb , Peenya Industrial Area, 560056, Bangalore",Shahi Banglore - Unit 28,Tier 1 Supplier,"[12.9915231, 77.53867509999999]"
"H & M, Hennes & Mauritz AB","Plot # V / 27, 2nd Stage, 2nd Phase, 7th Main Road Peenya, Industrial Area Peenya 560058, Bangalore",SCOTTS GARMENTS (UNIT 6),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","SF2, 1st PHASE, PEENYA INDUSTRIAL AREA, JALAHALLI WEST, S.M.ROAD, 560015, BANGALORE",SCOTTS GARMENTS (Unit -10-Peenya),Tier 1 Supplier,
"H & M, Hennes & Mauritz AB","plot no 44-51 Sy no 172 179&181Gejjalagere industrial areamaddur, India",Shahi Exports Pvt Ltd Unit - 26,Tier 1 Supplier,"[20.593684, 78.96288]"
Asos,"No. 100, Yanyang Road, Chengyang District, Qingdao, Shandong, 266109, China",Qingdao Fashion Co. Ltd,Tier 1 Supplier,
Asos,"Minfeng Industrial Development Zone, Huanggu Town, Pinghu, Zhejiang, 314203, China",Pinghu Shengfeng Garments Co. Ltd,Tier 1 Supplier,
Asos,"Yeni Mahalle, Bagcilar Asfalti Caddesi, No:56 / 3, Bagcilar, Istanbul, 34210, Turkey",Zirve Utu Paket,Tier 1 Supplier,
Asos,"Yenibosna Merkez Mah., Yalcin Kores Cad. Arifaga Sok. No: 23, BahÎÂ§elievler, Istanbul, 34197, Turkey",YNS Tekstil Ve Konf. San. Dis Tic. Ltd. Sti,Tier 1 Supplier,
Asos,"No. 24 Shanxing Road, Shengzhou, Zhejiang, 312400, China",Zhejiang Shengzhou Hendga Necktie and Fashion Co. Ltd,Tier 1 Supplier,
Asos,"612 YiCun, Huang Cao Lang Village, Dalang, Dongguan, Guangdong, 523770, China",Ya Sheng Knitting,Tier 1 Supplier,
Asos,"Fangxiang Industrial Park Fangxiang Town, Hanjiang District, Yangzhou, Jiangsu, 225117, China",Yangzhou Dongsheng Handicraft Product Co.,Tier 1 Supplier,
Asos,"120/22-26 Moo 3, Chiangmai-Sankampang Road, Sankang, Sankampang, Chiangmai, 50130, Thailand",Westfield Co. Ltd,Tier 1 Supplier,
Asos,"Group 3, Shendun Village, Sanhua Town, Xishui, Hubei, 438200, China",Xishui Sunshine Garment Ltd,Tier 1 Supplier,
Asos,"No. 121 Grenaderska Street, Pleven, Pleven , 5800, Bulgaria",Victors-11,Tier 1 Supplier,
Asos,"7 Lianxin Road, Shangjiao, Changan, Dongguan, Guangdong, 523878, China",Wai Fung Garment Factory,Tier 1 Supplier,"[22.814138, 113.8024]"
Asos,"No.942, Wenqu East Road, Guoxi Town, Ouhai District, Wenzhou, Zhejiang, 325016, China",Wenzhou 101 Optical Co. Ltd,Tier 1 Supplier,"[27.993146, 120.590512]"
Asos,"38 KM Milestone, Behrampur Road, Delhi Jaipur Highway, Gurgaon, Haryana, 122001 / 0091, India",V&S International Pvt Ltd,Tier 1 Supplier,
Asos,"87/2, KALIAMMAN KOVIL STREET, 15 Velampalayam, Tirupur, Tamil Nadu, 641652, India",Value Fashions,Tier 1 Supplier,"[11.1078933, 77.3485213]"
Asos,"Coban Cesme Mah, GÎÎnesli Sokak No: 1/3, BahÎÂ§elievler, Istanbul, 34196, Turkey",Umer Tekstil San Ve Dis. Tic. Ltd. Sti,Tier 1 Supplier,
Asos,"No.253 Jingcheng Road, Fangbu Industrial Area, Shuanghe Village, Tonglu County, Hangzhou, Zhejiang, 311500, China",Tonglu Xinxing Knitting Factory,Tier 1 Supplier,"[29.847911, 119.621407]"
Asos,"Unit B, Cypress House, 2 Coburg Road, London, N22 6UJ, United Kingdom",The Village Factory,Tier 1 Supplier,"[51.59442629999999, -0.1134559]"
Asos,"Sunjia Village, Hengchun Town, Tonglu County, Hangzhou, Zhejiang, 311512, China",Tonglu Fuwei Knitting Factory,Tier 1 Supplier,
Asos,"8 Tagore Street, L'escalier Savanne, Mauritius",Tex Knits,Tier 1 Supplier,
Asos,"Unit 14, 167 Crusader Industrial Estate, Hermitage Road, London, N4 1LZ, United Kingdom",The Factory,Tier 1 Supplier,
Varner Retail,"Emek Mah. SÄ±vat Caddesi No:15 Sancaktepe, Istanbul, Marmara, Turkey",Unlu Tekstil San. Ve Tic. A.S.,Tier 1 Supplier,
Varner Retail,"Mahmutbey Mah. Altug Sokak No:2 34218 BagcÄ±lar, Istanbul, Marmara, Turkey",SLN Tekstil Ve Moda San Tic A.S,Tier 1 Supplier,
Varner Retail,"AtatÃ¼rk BulvarÄ± No.46 Mercansoy Plaza K.5 Sultangazi, Istanbul, Marmara, Turkey",Selga Tekstil San. Tic. Ltd. Åti.,Tier 1 Supplier,
Varner Retail,"Organize San. BÃ¶lg. 4. Cadde 1880 Parsel Ãaycuma, Zonguldak, Blacksea, Turkey",Nersoy Tekstil San. Tic. Ltd. Åti.,Tier 1 Supplier,
Varner Retail,"Cihangir Mah. Ord.Prof.Dr.Ali Fuat Basgil Cad. No:20/1 AvcÄ±lar, Istanbul, Marmara, Turkey",Memteks Tekstil San. Ve Tic. A.S.,Tier 1 Supplier,
Varner Retail,"Dudullu Org. San. BÃ¶lg. 1.Cd. Ä°smet Tarman Ä°Å Merk. No.1/16 Y.Dudullu Ãmraniye, Istanbul, Marmara, Turkey",Lin Tekstil San. Tic. A.Å.,Tier 1 Supplier,
Varner Retail,"Cebeci Mah. Eski Edirne AsfaltÄ± No: 748 Kat: 4 Sultangazi, Istanbul, Marmara, Turkey",Kaya Tekstil - Murat Kaya,Tier 1 Supplier,
Varner Retail,"Ataturk Mah. Habib Sok. No:5 Luleburgaz, KÄ±rklareli, Marmara, Turkey",Kaner Trakya Tekstil San. Ve Tic. Ltd. Sti.,Tier 1 Supplier,
Varner Retail,"Evren Mahallesi 1506. Sokak No:7 Ä°Åyeri No:31 BaÄcÄ±lar 34212, Istanbul, Marmara, Turkey",Jeanci Konfeksiyon Tekstil Sanayi ve Ticaret A.S.,Tier 1 Supplier,
Varner Retail,"Guzelhisar Mahallesi Cankaya Bulvari No:84/A Akyurt, Ankara, Central Anatolia, Turkey",Gulecler Corap Ve Tekstil Urunleri San.Tic.Ltd.Sti.,Tier 1 Supplier,
Varner Retail,"Org. San. BÃ¶lg. 21.Cd. No.6, Eskisehir, Central Anatolia, Turkey",Eskisehir Corap ve Tekstil San Tic. Ltd. Åti.,Tier 1 Supplier,
Varner Retail,"Beylikduzu OSB Mh. Bakir ve Pirinc Sanayicileri Sitesi Orkide Cd. No.9/1-2 Beylikduzu, Istanbul, Marmara, Turkey",Bizler Tekstil San. Ve Dis Tic. Ltd. Sti.,Tier 1 Supplier,
Varner Retail,"UÄur Mumcu Mah. 2347 Sokak No:6/8 Enis Ä°Å Merkezi Sultangazi, Istanbul, Marmara, Turkey",Baykaan Tekstil San. Ve Tic.Ltd.Sti.,Tier 1 Supplier,
Varner Retail,"Hurriyet Cad. Eski Tekel TÃ¼tÃ¼n DepolarÄ± No:5 Merkez, Mus, East Anatolia, Turkey",Barco Tekstil San. Ve Tic. A.S. - Mus Branch,Tier 1 Supplier,
Varner Retail,"Ä°kitelli Org. San. BÃ¶lg. Turgut Ãzal Cd. No.109 Ä°kitelli, Istanbul, Marmara, Turkey",Akademi Tekstil San. Tic. Ltd. Åti.,Tier 1 Supplier,
Varner Retail,"Saadetdere Mah. DoÄan AraslÄ± Cad. 107. Sokak No:2 Kat:1/A Esenyurt, Istanbul, Marmara, Turkey",AFR Tekstil San. ve Dis Tic. Ltd. Sti.,Tier 1 Supplier,
Varner Retail,"KÃ¤rrastrandvÃ¤gen 112B, Uddevalla, Uddevalla, Sweden",Nordic Leather Group AB,Tier 1 Supplier,
Varner Retail,"Tekstilna 57 Street Leskovac 16000, Leskovac, Leskovac, Serbia",Jeanci Serbia d.o.o.,Tier 1 Supplier,
Varner Retail,"Privrendo Drustvo Novobecejski Put B.B 23273 Novo, Novi Sad, Vojvodina, Serbia",Italtex Intimo D.O.O.,Tier 1 Supplier,
Varner Retail,"Lahore Sargodha Road, Bahuman, Hafizabad, Hafizabad, Pakistan",Crescent Bahuman,Tier 1 Supplier,
The PAS Group,"Cs.Sa-41, Zirabo, Savar, Dhaka",Ratul Knitwears Ltd,Tier 1 Supplier,
The PAS Group,"Baupara Kaultia Gazipur SadarGazipur,Dhaka, Bangladesh",Work Field Fashion Wears,Tier 1 Supplier,
The PAS Group,"Qingnian Rd Liuqiao TownTongzhou District,Nantong, China",Tongzhou Skyline Garments Co Ltd,Tier 1 Supplier,
The PAS Group,"Zirani Bazar, Kashimpur, Gazipur, Dhaka",Radial International Ltd (Unit-2),Tier 1 Supplier,
The PAS Group,"Yaojiaoyuan VillageBaipu Town, Rugao County,Nantong, China",Nantong Hesheng Garment Co Ltd,Tier 1 Supplier,
The PAS Group,"(South of Industry Zone) Team 8, Fengxian VillageLiuqiao Town, Tongzhou District,Nantong, China",Nantong Jun Yue Garment Co Ltd,Tier 1 Supplier,
The PAS Group,"No 7 Xiangyang RoadBeiWan Village, Zhutang Town,Jiangyin, China",Jiangyin Dong AO Garment Co Ltd,Tier 1 Supplier,"[32.009016, 112.122426]"
The PAS Group,"No. 666, Huzhong South RoadJianhu County,Yancheng, China",Jiangsu Rino Garment Co Ltd,Tier 1 Supplier,
The PAS Group,"66 Gaoxing Road, Gaohu Industrial Zone, Yinglin Town, Jinjiang, Fujian, China",Jinjiang Libixing Garments & Weaving Co. Ltd.,Tier 1 Supplier,
The PAS Group,"Guozhai, Gaishan Town, Cangshan District, Fuzhou, Fujian, 350025, China",Fuzhou Donglin Shoe Co Ltd,Tier 1 Supplier,
The PAS Group,"Donghaian Development Zone, Shenhu Town, Jinjiang, Fujian, China",Fujian Jinjiang Huamei Knitting & Clothing Co Ltd,Tier 1 Supplier,
Levi Strauss & Co.,"Lot C4 Khanh Phu Industrial Zone Yen Khanh District, Ninh Binh, Ninh Binh, Vietnam",Nien Hsing (Ninh Binh) Garment Co Ltd,Tier 1 Supplier,
Levi Strauss & Co.,"1. Organize Sanayi Bolgesi Havaalani Kavsagi PTT Karsisi, Malatya, East Anatolia, Turkey",Taha Dıs Giyim San. Ve Tic. Ltd. Sti.,Tier 1 Supplier,
Levi Strauss & Co.,"Terazidere Mh. Gunes Cad. No 56, Bayrampasa Istanbul, 34035, Turkey",Celik Corap Sanayi Ve Ticaret A.S.,Tier 1 Supplier,
Levi Strauss & Co.,"30-138 Moo 1, KhokkhamThailand","Sincerely screen Co.,Ltd",Tier 1 Supplier,
Levi Strauss & Co.,"12 Moo 4, Tumbol Lakhok, Muang PathumthaniThailand","S.T. Screen Co., Ltd",Tier 1 Supplier,
Levi Strauss & Co.,"D 15/8 DINH DUC THIEN ST, BINH CHANH DISTRICT, THANH PHO HO CHI MINH, VIETNAM","Thuan Phuong Embroideries Garments Co.,Ltd - Binh Chanh Factory",Tier 1 Supplier,
Levi Strauss & Co.,"275 NGUYEN VAN LUONG ST., DIST. 6, HCMC, HO CHI MINH CITY, THANH PHO HO CHI MINH, VIETNAM",Thuan Phuong Embroideries Garments Co. Ltd,Tier 1 Supplier,
Levi Strauss & Co.,"208 LE LOI STREET, SON TAY TOWN,, HA NOI CITY, Vietnam",Son Ha Garment Joint Stock Company,Tier 1 Supplier,
Levi Strauss & Co.,"No. 2A Road  No. 8 Song Than 1 Industrial Zone Di An Town, Thu Dau Mot, Binh Duong, Vietnam",Pungkook Saigon Two Corporation,Tier 1 Supplier,
Levi Strauss & Co.,"LOT 22 & 23 LONG THANH IZ, LONG THANH, Vietnam","Lexco Co., Ltd.",Tier 1 Supplier,
Levi Strauss & Co.,"NO. 8 BACH DANG STREET, HUNG YEN CITY,, HUNG YEN PROVINCE, Vietnam",Hung Yen Garment Corporation - Joint Stock Company,Tier 1 Supplier,
Levi Strauss & Co.,"Doan Bai Commune, Hiep Hoa District, Bac Giang Province, 21000, Bac Giang",Ha Phong Export Garment Joint Stock Company,Tier 1 Supplier,
Levi Strauss & Co.,"LOT B3 - ROAD 15A LOTECO EPZ - LONG BINH, BIEN HOA, Vietnam","Branch of Yupoong Vietnam Co.,Ltd",Tier 1 Supplier,
Levi Strauss & Co.,"349 Giap Hai Dinh Ke Ward, Bac Giang, Bac Giang, Vietnam",Bac Giang garment corporation,Tier 1 Supplier,
Levi Strauss & Co.,"50/109-114 Moo. 4 ,ThataladSampran, Sri Lanka","Sampran Fashion House Co.,Ltd.",Tier 1 Supplier,
Levi Strauss & Co.,"192, Petchkasem Rd, SOI 28, Pasicharoen, Bangkok, 10160, Thailand","Gamma Industries Co., Ltd.",Tier 1 Supplier,
Levi Strauss & Co.,"Lahore Sargodha Road, Bahuman, Hafizabad, Hafizabad, Pakistan",Crescent Bahuman,Tier 1 Supplier,"[31.8728237, 73.4779532]"
Levi Strauss & Co.,"Calle Alisos No. 113 Residencial Lomas, Ensenada, Baja California, 22890, Mexico",Factory 1 S.A. de C.V.,Tier 1 Supplier,
Levi Strauss & Co.,"105-106, NSEZ, SDF Block, K- 9, Block A, Sector - 106, Noida, Uttar Pradesh, 201306, India",RADNIK AUTO EXPORTS,Tier 1 Supplier,
Levi Strauss & Co.,"No. 93/25/1 & 24/2 Kempanayakanahalli Bannerghatta Jigani Hobli Anekal Taluk, Bangalore, Karnataka, India","Aquarelle India Pvt. Ltd.,(Unit 2)",Tier 1 Supplier,"[12.716278, 77.6949442]"
Hugo Boss AG,"Zagrebacka 94, Varazdin, 42000, Croatia",Varteks d.d.,Tier 1 Supplier,
Hugo Boss AG,"Lot A2, 4 EPZ, Bien Hoa, Bien Hoa, Vietnam",Yupoong Vetnam Co. Ltd,Tier 1 Supplier,
Hugo Boss AG,"via dell'industria 7/C, Montano Lucino, 22070, Italy",TCP S.R.L,Tier 1 Supplier,
Hugo Boss AG,"Jamirdia, Habirbari, Valuka, Valuka, Dhaka, Bangladesh",Square Fashions Ltd,Tier 1 Supplier,
Hugo Boss AG,"NO.5 NAVAL HOSPITAL ROAD, PERIAMET, CHENNAI, 600003, India",Simply Suedes,Tier 1 Supplier,"[13.0829997, 80.2668252]"
Hugo Boss AG,"Phu Ung Commune, An Thi District, Hung Yen, 700000, Vietnam",Smart Shirts Knitting,Tier 1 Supplier,
Hugo Boss AG,"Mayis Mahallesi 19, Kavak Samsun, 55, Turkey",Novak Konfeksiyon San. Ve Tic. Ltd.,Tier 1 Supplier,
Hugo Boss AG,"Rocfeler-Promishlena Zona, Petritch, 2850, Bulgaria",Omega Textil,Tier 1 Supplier,
Hugo Boss AG,"Town West Industrial Zone, ZhaoQing, 526100, China",LINK WORLDWIDE HOLDINGS LTD,Tier 1 Supplier,
Hugo Boss AG,"Arcibalda Rajsa bb, VRbas, 21240, Serbia",Manyu d.o.o.,Tier 1 Supplier,
Hugo Boss AG,"Ring Road 1. E.P.Z., Katunayake, Sri Lanka",Lanka Leather Fashion Ltd.,Tier 1 Supplier,
Hugo Boss AG,"302/547 POST-NATIONAL UNIVERSITY, GAZIPUR, 1704, Bangladesh",INTERFAB SHIRT MANUFACTURING LTD,Tier 1 Supplier,
Hugo Boss AG,"Wysokie, Ul. Brzeska 4, Miedzyrzec Podlaski, 21-560, Poland",Ipaco SP Z.O.O.,Tier 1 Supplier,
Hugo Boss AG,"ZONA IND.LE PIAN DI PIECA, SAN GINESIO, 62026, Italy",Feel Blue,Tier 1 Supplier,"[43.0768865, 13.2808967]"
Hugo Boss AG,"No. 38/L, Bakers Street, Choolai, Chennai, 600112, India",Gemini Enterprises,Tier 1 Supplier,
Hugo Boss AG,"No. 1 Development Avenue, Dawu, Hubei Province, 432800, China",Anna Fashion Ltd.,Tier 1 Supplier,
Hugo Boss AG,"GENNARO SORA 16/A, VILLONGO S. FILASTRO, 24060, Italy",BOTTONIFICIO B.A.P. S.P.A.,Tier 1 Supplier,
Hugo Boss AG,"EKZARH IOSIF 2, MARIKOSTINOVO PETRICH, 2870, Bulgaria",Alfa Cotton LTD,Tier 1 Supplier,"[43.6160563, 25.7868931]"
Hugo Boss AG,"Lin Hua Shan Bonded Processing District Blocks 7B and 8c, Lin Hua Port Ind. Dis., Panyu, Guan, China","All Asia Industries Co., Ltd.",Tier 1 Supplier,"[22.937244, 113.384129]"
Hugo Boss AG,"Kayabasi Mahallesi, Basaksehir - Istanbul, 34494, Turkey",Akin Socks,Tier 1 Supplier,
JeansWest,"G1/697 Riico Industrial Area, Phase II, Bhiwadi, District. Alwar, Rajasthan 301019",Simran International Export PVT Ltd,Tier 1 Supplier,
JeansWest,"934 Quang Trung Street, Go Vap District, Ho Chi Minh City, Vietnam",Phoung Dong Garment JSC (PDG),Tier 1 Supplier,
JeansWest,"P.N 2A & 2B, Opp. Dada Badi , Dada Gurudev Nagar, Sanganer, Jaipur 302029, India",Umang Exports,Tier 1 Supplier,
JeansWest,"No.66, East on 2nd  Gongmao Road, Jishigang Industrial Area, Ningbo, Zhejiang Province, China","Ningbo Camellia Fashion & Technology Co., Ltd",Tier 1 Supplier,
JeansWest,"No. 31, Yanfan Road, Lucheng Yanjiang Industrial Zone, Wenzhou, Zhejiang, 325000, China",Wenzhou Dongou Glasses Co. Ltd,Tier 1 Supplier,
JeansWest,"No.31, Kangda Road, Sanxi Industrial Zone, Guoxi, Ouhai, Zhejiang, China",Wenzhou Hisight Eyewear Co. Ltd.,Tier 1 Supplier,
JeansWest,"Wuniu Street, Yongjia, Wenzhou, Zhejiang, China","Wenzhou Youmuren Leather Co. Ltd, Wuniu Branch",Tier 1 Supplier,
JeansWest,"Suxin Street, Suxi, Yiwu City, Zhejiang Province, China",Tiansen Clothing Co. Ltd,Tier 1 Supplier,
JeansWest,"No. 105 Wuxiang North Road, Wuxiang Industrial Zone, Ningbo, Zhejiang, China",Ningbo Kangsheng Century Textiles Co. Ltd,Tier 1 Supplier,
JeansWest,"Baiyue lndustrial Zone, Jishigang Industrial Town, Ningbo, Zhejiang, China",Ningbo Jingye Fashion Co. Ltd,Tier 1 Supplier,
JeansWest,"No.118 Zhen Ning West Rosd, JiaoChuan St, ZhenHai, NingBo, Zhejiang, China.",Ningbo White Swan Fashion Garment Co. Ltd,Tier 1 Supplier,
JeansWest,"No. 26 Tongyi Road, Xinfeng Industrial  Zone, Nanhu, Jiaxing, China .",Jiaxing Sunshine Garment Co. Ltd,Tier 1 Supplier,
JeansWest,"No. 72-106, Gong Mao Road, Jishigang Industrial Zone, Yinzhou, Ningbo, Zhejiang, China",Ningbo Popmode Co. Ltd.,Tier 1 Supplier,"[29.8189423, 121.5075462]"
JeansWest,"Jinshan Road, Bali Town, Yangzhou Development Zone, Yangzhou, Jiangsu, China","Yangzhou Yaxiya Headwear & Garment Co., Ltd",Tier 1 Supplier,"[32.2852612, 119.4239681]"
JeansWest,"21/F, Xin Chen Plaza, No. 26 North Zhong Shan Road, Nanjing, Jiangsu, China",Nanjing High Textiles Corporation,Tier 1 Supplier,"[32.0494595, 118.7841568]"
JeansWest,"2 Huang He Road, Gaoqing Xian, Zibo, Shandong, China","ZiBo Grandview Textiles & Garments Co., Ltd.",Tier 1 Supplier,
JeansWest,"No. 88 Xi Wen Road, Wenlin, Jiangyin, Jiangsu, China.",Younuo Garment Co. Ltd,Tier 1 Supplier,"[31.725507, 120.415645]"
JeansWest,"Jiuhua Industrial Zone, Jiuhua Town. Rugao City, Jiangsu, China","Nantong Solamoda Garments Co., Ltd",Tier 1 Supplier,
JeansWest,"No.375 Yongjin Road, Miaoqiao Town, Zhangjiagang City, Jiangsu, China","Jiangsu Hongfeng Computer Knitting Textiles Co., Ltd.",Tier 1 Supplier,
JeansWest,"No .288 Guo Qiang Road, Gangzha Nantong, Jiangsu, China.",Nantong Hengkang Textile Co. Ltd,Tier 1 Supplier,"[32.056935, 120.892537]"
Hanesbrands,"Thua Thien Hue Province Phu Bai Industrial Zone, Phu Bai",VNM - Phu Bai - #1,Tier 1 Supplier,"[16.383061, 107.69052]"
Hanesbrands,"Thua Thien Hue Province, Phu Bai Industrial Zone",VNM - Phu Bai - #2,Tier 1 Supplier,"[16.383061, 107.69052]"
Hanesbrands,"Yen Lich Village, Dan Tien Commune, Hung Yen",Hung Yen North,Tier 1 Supplier,"[20.8460342, 106.0096511]"
Hanesbrands,"Ching Nghia Commune, Kim Dong District, Hung Yen",Hung Yen South,Tier 1 Supplier,
Hanesbrands,Parque Industrial de Camuy,Camuy - Knit Plant,Tier 1 Supplier,"[18.3465708, -66.823456]"
Hanesbrands,"Carr #3, KM 83.6, Humacao",Humacao,Tier 1 Supplier,"[18.1474652, -65.8161511]"
Hanesbrands,"643 West Pine St., Mt. Airy, NC",Mount Airy Sock,Tier 1 Supplier,"[36.497605, -80.6169172]"
Hanesbrands,"138 Elamsville Rd., Stuart, VA",Woolwine,Tier 1 Supplier,
Hanesbrands,"1904 W. Clark Rd., Clarksville, AR",Clarksville Hosiery,Tier 1 Supplier,"[35.4639906, -93.48955389999999]"
Hanesbrands,"9700 Lackman, Lenexa, KS",GFSI - Lackman Rd,Tier 1 Supplier,
Hanesbrands,"9700 Commerce Parkway, Lenexa, KS",GFSI - Lenexa (Commerce Pkwy),Tier 1 Supplier,"[38.9533222, -94.766408]"
Hanesbrands,"101 Lawley Street, Durban",Durban - Jacobs Plant,Tier 1 Supplier,"[-29.935674, 30.980522]"
Hanesbrands,"No. 99 Moo 1, Highway No. 214, Surin",Surin Plant,Tier 1 Supplier,"[33.9144649, -118.3958345]"
Hanesbrands,"77 Blvd. Mihai Viteazu, Zalau",Zalau Plant,Tier 1 Supplier,"[47.20112899999999, 23.0533773]"
Hanesbrands,"Andreja Hlinku 3, Cadca",Cadca Plant,Tier 1 Supplier,"[49.437997, 18.7911468]"
Hanesbrands,"Parc Industrial UTA, Arad",Arad Parc Industrial Plant,Tier 1 Supplier,"[46.2079837, 21.2623079]"
Hanesbrands,"Zona Libera, Curtici, Arad",Curtici FTZ Plant,Tier 1 Supplier,
Hanesbrands,"KM 202.5 Carr. Mx, Cd. Juarez, Huichapan, Hidalgo",Huichapan,Tier 1 Supplier,"[20.3851402, -99.6537889]"
